energy x y z iso ld ab c_grazing ld_grazing c_pure ld_pure
-1.932999999999999829e+01 4.051481659402223694e-04 4.051480932987574233e-04 2.802846006181638214e-04 3.635269532857145561e-04 1.248635290013260478e-04 4.051481296194898692e-04 3.001380041135665619e-04 1.050101255059233073e-04 2.802846006181638214e-04 1.248635290013260478e-04
-1.932000000000000028e+01 4.055154482712704277e-04 4.055153755481027164e-04 2.805409583942406718e-04 3.638572607378712177e-04 1.249744535154458732e-04 4.055154119096865449e-04 3.004119989783430754e-04 1.051034129313434289e-04 2.805409583942406718e-04 1.249744535154458732e-04
-1.930999999999999872e+01 4.058812851709203240e-04 4.058812123662712415e-04 2.807963226400150597e-04 3.641862733924021542e-04 1.250849261285806959e-04 4.058812487685957556e-04 3.006849284601899796e-04 1.051963203084057625e-04 2.807963226400150597e-04 1.250849261285806959e-04
-1.930000000000000071e+01 4.062459995994266806e-04 4.062459267134607005e-04 2.810509166673964766e-04 3.645142809934279887e-04 1.251950464890472410e-04 4.062459631564437177e-04 3.009570317151808003e-04 1.052889314412628903e-04 2.810509166673964766e-04 1.251950464890472410e-04
-1.928999999999999915e+01 4.066098647444770843e-04 4.066097917773102703e-04 2.813049293753562574e-04 3.648415286323812221e-04 1.253048988855374741e-04 4.066098282608937315e-04 3.012285110442580825e-04 1.053813172166356219e-04 2.813049293753562574e-04 1.253048988855374741e-04
-1.928000000000000114e+01 4.069731109381662408e-04 4.069730378898740535e-04 2.815585200323297561e-04 3.651682229534566654e-04 1.254145543816903639e-04 4.069730744140201200e-04 3.014995370150340523e-04 1.054735373989860813e-04 2.815585200323297561e-04 1.254145543816903639e-04
-1.926999999999999957e+01 4.073359317545632505e-04 4.073358586251869980e-04 2.818118224920843442e-04 3.654945376239448281e-04 1.255240726977907800e-04 4.073358951898751242e-04 3.017702529768501673e-04 1.055656422130249841e-04 2.818118224920843442e-04 1.255240726977907800e-04
-1.926000000000000156e+01 4.076984893595869902e-04 4.076984161491390866e-04 2.820649488926360712e-04 3.658206181337874730e-04 1.256335038617269943e-04 4.076984527543630926e-04 3.020407790221979341e-04 1.056576737321651856e-04 2.820649488926360712e-04 1.256335038617269943e-04
-1.925000000000000000e+01 4.080609191832377906e-04 4.080608458917068517e-04 2.823179928866471683e-04 3.661465859871972702e-04 1.257428896508251529e-04 4.080608825374723212e-04 3.023112154463684681e-04 1.057496670911038395e-04 2.823179928866471683e-04 1.257428896508251529e-04
-1.923999999999999844e+01 4.084233339816156815e-04 4.084232606089702655e-04 2.825710324499205333e-04 3.664725423468355296e-04 1.258522648453724402e-04 4.084232972952929735e-04 3.025816457552591159e-04 1.058416515400338441e-04 2.825710324499205333e-04 1.258522648453724402e-04
-1.923000000000000043e+01 4.087858273528032892e-04 4.087857538989952575e-04 2.828241323122990714e-04 3.667985711880325755e-04 1.259616583136002562e-04 4.087857906258993276e-04 3.028521392687851367e-04 1.059336513571141909e-04 2.828241323122990714e-04 1.259616583136002562e-04
-1.921999999999999886e+01 4.091484767668340404e-04 4.091484032318019187e-04 2.830773460526013561e-04 3.671247420170791051e-04 1.260710939467167048e-04 4.091484399993180338e-04 3.031227533644866956e-04 1.060256866348313517e-04 2.830773460526013561e-04 1.260710939467167048e-04
-1.921000000000000085e+01 4.095113461657629819e-04 4.095112725494334783e-04 2.833307178963259763e-04 3.674511122038407579e-04 1.261805914612722538e-04 4.095113093575982301e-04 3.033935354028101947e-04 1.061177739547880218e-04 2.833307178963259763e-04 1.261805914612722538e-04
-1.919999999999999929e+01 4.098744881854683004e-04 4.098744144877589611e-04 2.835842842518211107e-04 3.677777289750161602e-04 1.262901670847925201e-04 4.098744513366136036e-04 3.036645243722936181e-04 1.062099269643199719e-04 2.835842842518211107e-04 1.262901670847925201e-04
-1.919000000000000128e+01 4.102379460463701313e-04 4.102378722671907508e-04 2.838380750175398303e-04 3.681046311103668861e-04 1.263998341392405566e-04 4.102379091567803868e-04 3.039357522895932192e-04 1.063021568671872083e-04 2.838380750175398303e-04 1.263998341392405566e-04
-1.917999999999999972e+01 4.106017551558430439e-04 4.106016812950972366e-04 2.840921146899617411e-04 3.684318503803006377e-04 1.265096035355084262e-04 4.106017182254701674e-04 3.042072453860291737e-04 1.063944728394410072e-04 2.840921146899617411e-04 1.265096035355084262e-04
-1.917000000000000171e+01 4.109659444608252006e-04 4.109658705184110515e-04 2.843464232987972639e-04 3.687594127593444692e-04 1.266194841908208622e-04 4.109659074896181261e-04 3.044790251091580489e-04 1.064868823804600772e-04 2.843464232987972639e-04 1.266194841908208622e-04
-1.916000000000000014e+01 4.113305375850309685e-04 4.113304635608426053e-04 2.846010171932670954e-04 3.690873394463802773e-04 1.267294833796697728e-04 4.113305005729368411e-04 3.047511089648507294e-04 1.065793916080861117e-04 2.846010171932670954e-04 1.267294833796697728e-04
-1.914999999999999858e+01 4.116955537813166556e-04 4.116954796752447907e-04 2.848559097005768401e-04 3.694156477190460954e-04 1.268396070277038560e-04 4.116955167282807231e-04 3.050235112224958917e-04 1.066720055057848043e-04 2.848559097005768401e-04 1.268396070277038560e-04
-1.914000000000000057e+01 4.120610087261500354e-04 4.120609345380823454e-04 2.851111116752208844e-04 3.697443516464844759e-04 1.269498599568953873e-04 4.120609716321162446e-04 3.052962435032853376e-04 1.067647281288309206e-04 2.851111116752208844e-04 1.269498599568953873e-04
-1.912999999999999901e+01 4.124269151798164493e-04 4.124268409096383883e-04 2.853666319554553103e-04 3.700734626816366618e-04 1.270602460892720543e-04 4.124268780447273917e-04 3.055693152690808082e-04 1.068575627756465429e-04 2.853666319554553103e-04 1.270602460892720543e-04
-1.912000000000000099e+01 4.127932835329654469e-04 4.127932091805604632e-04 2.856224777411870753e-04 3.704029901515710132e-04 1.271707686155759069e-04 4.127932463567629551e-04 3.058427342271198752e-04 1.069505121296430799e-04 2.856224777411870753e-04 1.271707686155759069e-04
-1.910999999999999943e+01 4.131601222573629602e-04 4.131600478226132010e-04 2.858786549056284150e-04 3.707329416618681921e-04 1.272814301343596927e-04 4.131600850399881077e-04 3.061165066637869291e-04 1.070435783762012057e-04 2.858786549056284150e-04 1.272814301343596927e-04
-1.910000000000000142e+01 4.135274382762500495e-04 4.135273637590359814e-04 2.861351682513675067e-04 3.710633234288845126e-04 1.273922327662754816e-04 4.135274010176429884e-04 3.063906377188552340e-04 1.071367632987877679e-04 2.861351682513675067e-04 1.273922327662754816e-04
-1.908999999999999986e+01 4.138952372675213385e-04 4.138951626677226693e-04 2.863920217199897441e-04 3.713941405517445478e-04 1.275031782476322869e-04 4.138951999676220039e-04 3.066651316099850279e-04 1.072300683576369760e-04 2.863920217199897441e-04 1.275031782476322869e-04
-1.907999999999999829e+01 4.142635239109984614e-04 4.142634492284937063e-04 2.866492185630456859e-04 3.717253972341793026e-04 1.276142680067004793e-04 4.142634865697461381e-04 3.069399918158229349e-04 1.073234947539232167e-04 2.866492185630456859e-04 1.276142680067004793e-04
-1.907000000000000028e+01 4.146323020893714862e-04 4.146322273240386725e-04 2.869067614809845171e-04 3.720570969647982434e-04 1.277255032257205080e-04 4.146322647067050794e-04 3.072152212247954324e-04 1.074170434819096334e-04 2.869067614809845171e-04 1.277255032257205080e-04
-1.905999999999999872e+01 4.150015750509006892e-04 4.150015002026170852e-04 2.871646527356487523e-04 3.723892426630554908e-04 1.278368848911101349e-04 4.150015376267588872e-04 3.074908222555860463e-04 1.075107153711728274e-04 2.871646527356487523e-04 1.278368848911101349e-04
-1.905000000000000071e+01 4.153713256521406614e-04 4.153712507207864627e-04 2.874228804893223083e-04 3.727218189540831622e-04 1.279484076971412266e-04 4.153712881864635078e-04 3.077667822268638021e-04 1.076045059595997193e-04 2.874228804893223083e-04 1.279484076971412266e-04
-1.903999999999999915e+01 4.157415808717436793e-04 4.157415058571943111e-04 2.876814634119720165e-04 3.730548500469700384e-04 1.280600799524970058e-04 4.157415433644690494e-04 3.080431211296828136e-04 1.076984222347861952e-04 2.876814634119720165e-04 1.280600799524970058e-04
-1.903000000000000114e+01 4.161123416419668900e-04 4.161122665440974522e-04 2.879404021642611869e-04 3.733883367834418430e-04 1.281719019287709841e-04 4.161123040930321711e-04 3.083198396678900549e-04 1.077924644251421026e-04 2.879404021642611869e-04 1.281719019287709841e-04
-1.901999999999999957e+01 4.164836088972433256e-04 4.164835337159287555e-04 2.881996974084054361e-04 3.737222800071925057e-04 1.282838738981806044e-04 4.164835713065860134e-04 3.085969385469839571e-04 1.078866327596020698e-04 2.881996974084054361e-04 1.282838738981806044e-04
-1.901000000000000156e+01 4.168553835741896016e-04 4.168553083093045112e-04 2.884593498081770781e-04 3.740566805638904512e-04 1.283959961335699783e-04 4.168553459417470835e-04 3.088744184741192868e-04 1.079809274676278103e-04 2.884593498081770781e-04 1.283959961335699783e-04
-1.900000000000000000e+01 4.172276666116105787e-04 4.172275912630293089e-04 2.887193600289096780e-04 3.743915393011831524e-04 1.285082689084102929e-04 4.172276289373199709e-04 3.091522801581116455e-04 1.080753487792083254e-04 2.887193600289096780e-04 1.285082689084102929e-04
-1.898999999999999844e+01 4.176004589505065184e-04 4.176003835181032477e-04 2.889797287375020637e-04 3.747268570687039071e-04 1.286206924968027923e-04 4.176004212343048289e-04 3.094305243094422407e-04 1.081698969248625882e-04 2.889797287375020637e-04 1.286206924968027923e-04
-1.898000000000000043e+01 4.179737615340784504e-04 4.179736860177273028e-04 2.892404566024234214e-04 3.750626347180764457e-04 1.287332671734794823e-04 4.179737237759029037e-04 3.097091516402629267e-04 1.082645721356399363e-04 2.892404566024234214e-04 1.287332671734794823e-04
-1.896999999999999886e+01 4.183475753077354358e-04 4.183474997073099392e-04 2.895015442937171448e-04 3.753988731029208399e-04 1.288459932138055427e-04 4.183475375075226604e-04 3.099881628644003250e-04 1.083593746431223625e-04 2.895015442937171448e-04 1.288459932138055427e-04
